day,u_casemix,u_incident,u_incident_shift,u_arr_morning,u_arr_evening,u_arr_night,u_bedhrs_morning,u_bedhrs_evening,u_bedhrs_night,u_abs_doctor_morning,u_abs_doctor_evening,u_abs_doctor_night,u_abs_nurse_morning,u_abs_nurse_evening,u_abs_nurse_night,u_abs_tech_morning,u_abs_tech_evening,u_abs_tech_night
298,0.126876,0.745191,0.301522,0.68377,0.931682,0.555887,0.355493,0.459507,0.651677,0.827917,0.396118,0.155743,0.682586,0.644981,0.154071,0.480869,0.183763,0.527448
299,0.510123,0.8569,0.620528,0.522116,0.109371,0.716201,0.071206,0.773458,0.193169,0.78415,0.587328,0.773185,0.238105,0.705322,0.85045,0.040542,0.998133,0.4662
300,0.707678,0.003427,0.763368,0.99232,0.192642,0.201347,0.578312,0.181971,0.38824,0.47683,0.40073,0.791437,0.411612,0.751656,0.262342,0.436669,0.255908,0.427026
301,0.742484,0.181685,0.670462,0.475683,0.87468,0.919824,0.882007,0.730522,0.084668,0.558576,0.576044,0.299462,0.434864,0.932817,0.041552,0.655829,0.821329,0.741282
302,0.335697,0.913207,0.129177,0.842038,0.0512,0.46735,0.518805,0.204286,0.124169,0.495568,0.405961,0.366528,0.238431,0.530211,0.855028,0.306599,0.432282,0.638611
303,0.009211,0.59778,0.722371,0.217931,0.923395,0.521528,0.763617,0.115889,0.476138,0.965304,0.737287,0.308138,0.386174,0.802809,0.875653,0.239999,0.20139,0.76409
304,0.533356,0.946481,0.983781,0.159455,0.832988,0.541109,0.974615,0.462829,0.126678,0.916102,0.783605,0.076081,0.414217,0.607048,0.798608,0.024796,0.969617,0.997995
305,0.189567,0.388382,0.478382,0.816793,0.756897,0.007952,0.181484,0.125138,0.568566,0.960125,0.736255,0.871679,0.859423,0.975606,0.207464,0.915036,0.258019,0.728393
306,0.32012,0.202934,0.697351,0.558519,0.319617,0.179295,0.569428,0.369939,0.531132,0.997887,0.456169,0.832652,0.736922,0.113575,0.45853,0.472214,0.100251,0.209341
307,0.566449,0.644355,0.1901,0.236142,0.767951,0.928462,0.114869,0.787341,0.398219,0.373837,0.621382,0.999933,0.525589,0.435905,0.391716,0.087587,0.466561,0.706083
308,0.391833,0.206803,0.277344,0.933256,0.771758,0.648046,0.78347,0.969756,0.258441,0.93689,0.367607,0.30985,0.908604,0.472983,0.07213,0.829404,0.174283,0.4405
309,0.459002,0.28161,0.82442,0.03388,0.514488,0.427112,0.163646,0.796906,0.340859,0.900066,0.910766,0.287606,0.697406,0.733861,0.707037,0.922409,0.381032,0.978423
310,0.050459,0.41115,0.287287,0.715388,0.484033,0.144511,0.572635,0.403314,0.215606,0.10664,0.249938,0.456248,0.035178,0.27171,0.630994,0.300003,0.404878,0.117448
311,0.183015,0.755625,0.458145,0.591042,0.07333,0.18171,0.707768,0.061421,0.306236,0.079161,0.782349,0.754156,0.150856,0.141182,0.952293,0.004739,0.057483,0.285991
312,0.841896,0.542652,0.130375,0.280139,0.936061,0.041248,0.795936,0.533465,0.549749,0.404867,0.525556,0.654871,0.153611,0.546695,0.242002,0.19015,0.009492,0.329799
313,0.511881,0.565903,0.583176,0.984176,0.844257,0.932712,0.674054,0.207694,0.669127,0.02956,0.276544,0.446893,0.125951,0.563679,0.24724,0.249239,0.352097,0.425183
314,0.885118,0.48675,0.527519,0.73368,0.481446,0.796589,0.95332,0.942599,0.374172,0.018252,0.076342,0.927584,0.295924,0.460513,0.388162,0.687588,0.769186,0.400069
315,0.857301,0.949799,0.621454,0.998291,0.768703,0.031471,0.612835,0.606779,0.04084,0.988511,0.682333,0.776495,0.139378,0.838291,0.477758,0.526793,0.912405,0.393058
316,0.19317,0.997052,0.31865,0.438403,0.920162,0.335343,0.593608,0.043955,0.04969,0.217158,0.793691,0.093687,0.200142,0.431377,0.409666,0.04218,0.934123,0.377002
317,0.399597,0.500908,0.489827,0.053167,0.574125,0.001354,0.9774,0.862293,0.918587,0.586674,0.347501,0.901277,0.015316,0.341837,0.370574,0.39144,0.50256,0.82746
318,0.525778,0.53926,0.113342,0.461452,0.249404,0.585097,0.848539,0.603415,0.207916,0.84674,0.487111,0.452901,0.056066,0.017513,0.428948,0.411562,0.570025,0.997328
319,0.097515,0.007537,0.873462,0.306414,0.548541,0.738836,0.59398,0.83789,0.953836,0.580442,0.618365,0.18205,0.734103,0.387328,0.649728,0.769461,0.486809,0.465024
320,0.085356,0.763153,0.443872,0.0811,0.251062,0.088829,0.382077,0.030314,0.668885,0.111808,0.625799,0.311174,0.459036,0.810175,0.382863,0.147837,0.91365,0.680339
321,0.841487,0.700145,0.138506,0.97175,0.128302,0.940767,0.571824,0.021824,0.361053,0.605102,0.53827,0.176334,0.393447,0.567426,0.116514,0.748395,0.256842,0.29185
322,0.826714,0.0768,0.615974,0.014743,0.488806,0.696723,0.820206,0.97552,0.609141,0.470528,0.870809,0.048953,0.911623,0.415223,0.297994,0.619985,0.23049,0.608759
323,0.383289,0.130176,0.7734,0.086582,0.171787,0.718504,0.453977,0.696682,0.321438,0.775006,0.294627,0.776482,0.085091,0.363065,0.58508,0.697475,0.372694,0.082981
324,0.706585,0.05709,0.52536,0.232996,0.120788,0.690521,0.347838,0.999496,0.002418,0.383052,0.565432,0.289617,0.888559,0.156278,0.542974,0.081718,0.677056,0.405119
325,0.517933,0.429973,0.800215,0.022379,0.400194,0.166644,0.838285,0.680621,0.584438,0.89854,0.109806,0.453207,0.360888,0.860614,0.766846,0.750927,0.107305,0.781182
326,0.747654,0.567674,0.118494,0.462036,0.884274,0.297083,0.504895,0.626637,0.035255,0.539227,0.28272,0.391514,0.989129,0.720179,0.97973,0.50504,0.447122,0.09128
327,0.315185,0.07906,0.943066,0.399348,0.331762,0.416147,0.998334,0.670134,0.035454,0.951579,0.512998,0.815789,0.312081,0.557093,0.652724,0.115311,0.150259,0.968063
328,0.474036,0.950121,0.131578,0.430819,0.957631,0.771386,0.146881,0.650552,0.103695,0.90012,0.487654,0.816269,0.383569,0.737271,0.021428,0.341752,0.062236,0.970708
329,0.892956,0.052947,0.481706,0.878437,0.697175,0.234293,0.431693,0.759237,0.352233,0.045851,0.950156,0.444819,0.094428,0.972767,0.125737,0.910574,0.714819,0.525303
330,0.816644,0.155744,0.712666,0.865766,0.33674,0.920592,0.154328,0.007619,0.234484,0.214252,0.097459,0.379661,0.08361,0.476241,0.63854,0.842288,0.055464,0.222784
331,0.309964,0.788897,0.561159,0.201367,0.920492,0.202639,0.056257,0.221427,0.9401,0.531541,0.84042,0.64214,0.159744,0.41483,0.385456,0.854182,0.151467,0.612855
332,0.881771,0.654152,0.400797,0.807651,0.915877,0.575555,0.405117,0.606231,0.33466,0.275535,0.966724,0.466718,0.581004,0.499128,0.973284,0.607706,0.386233,0.313358
333,0.398719,0.849306,0.89003,0.680877,0.037696,0.397566,0.271404,0.222118,0.835678,0.828302,0.872318,0.007666,0.950954,0.999535,0.971709,0.131361,0.122819,0.577213
334,0.68238,0.90743,0.128047,0.43443,0.981646,0.642194,0.784586,0.528323,0.864287,0.177735,0.568342,0.413289,0.289804,0.031803,0.660871,0.28782,0.052824,0.729278
335,0.711511,0.983404,0.748958,0.136902,0.553255,0.06505,0.748838,0.80581,0.506367,0.070967,0.353124,0.396879,0.904845,0.716171,0.079298,0.480149,0.524015,0.076687
336,0.401685,0.608133,0.174479,0.897334,0.398916,0.802313,0.415962,0.764403,0.203353,0.753293,0.064329,0.844976,0.659023,0.131537,0.563896,0.909826,0.915737,0.30699
337,0.827094,0.574466,0.105292,0.561051,0.625183,0.923442,0.155003,0.141387,0.64798,0.966624,0.768751,0.149936,0.395718,0.969771,0.0607,0.397243,0.269537,0.292667
338,0.465352,0.014953,0.166259,0.303211,0.173487,0.191903,0.446107,0.457218,0.639305,0.828924,0.945096,0.015324,0.324233,0.707497,0.138179,0.757502,0.189744,0.434067
339,0.960689,0.473653,0.688716,0.833299,0.196831,0.043441,0.479118,0.845271,0.978693,0.267104,0.073196,0.852086,0.635694,0.734046,0.429688,0.314369,0.477291,0.811707
340,0.936699,0.281308,0.047785,0.089361,0.905287,0.36861,0.363863,0.817694,0.85173,0.904225,0.413732,0.117095,0.946106,0.0853,0.050354,0.381578,0.836618,0.832765
341,0.900265,0.061853,0.585273,0.125948,0.122375,0.803841,0.442453,0.402529,0.210606,0.906042,0.994234,0.839579,0.639869,0.592113,0.76359,0.248126,0.102143,0.00475
342,0.908353,0.620189,0.658095,0.634353,0.442223,0.201,0.988026,0.746637,0.217899,0.583246,0.91029,0.906252,0.277662,0.036151,0.54004,0.299188,0.998705,0.604765
343,0.147047,0.045291,0.580299,0.187638,0.347603,0.965326,0.335794,0.610976,0.987718,0.741543,0.750195,0.000535,0.291035,0.263869,0.240758,0.158883,0.646609,0.21879
344,0.648334,0.630001,0.295718,0.183389,0.300973,0.539172,0.573206,0.394552,0.52122,0.866891,0.073069,0.58727,0.853773,0.215413,0.334583,0.920942,0.790493,0.270379
345,0.741115,0.963077,0.172027,0.5574,0.320913,0.512182,0.655138,0.859157,0.25243,0.073118,0.723576,0.273456,0.888946,0.904099,0.530434,0.592829,0.157272,0.302456
346,0.528759,0.416822,0.391305,0.790387,0.761961,0.686247,0.21323,0.711282,0.832197,0.636146,0.405757,0.55702,0.9983,0.048329,0.701925,0.368308,0.723158,0.539859
347,0.529221,0.655593,0.980872,0.924121,0.03271,0.16747,0.440803,0.843296,0.340129,0.493476,0.712936,0.684712,0.328009,0.210943,0.967594,0.061783,0.358618,0.132784
348,0.201431,0.009366,0.25877,0.116753,0.214902,0.743176,0.461989,0.534354,0.169643,0.935132,0.766541,0.348647,0.447415,0.780578,0.492113,0.214206,0.621352,0.12284
349,0.160787,0.355669,0.608482,0.95937,0.384497,0.921217,0.171599,0.85172,0.570217,0.111111,0.796577,0.474339,0.815904,0.799359,0.994367,0.671487,0.757771,0.229285
350,0.783134,0.110386,0.157573,0.771823,0.026343,0.120805,0.449462,0.033776,0.57026,0.763109,0.207431,0.383833,0.313721,0.797112,0.469096,0.930128,0.617123,0.139312
351,0.149606,0.253956,0.101729,0.138525,0.870244,0.269828,0.581518,0.290176,0.611809,0.480411,0.577096,0.414335,0.484495,0.10814,0.786729,0.256774,0.931999,0.096114
352,0.728197,0.024823,0.463589,0.42077,0.246322,0.398446,0.012075,0.733194,0.432905,0.722108,0.233408,0.879827,0.451167,0.026427,0.415032,0.475179,0.897538,0.206426
353,0.077068,0.491723,0.614886,0.291525,0.149833,0.497997,0.647776,0.408368,0.121559,0.588488,0.315263,0.682196,0.355015,0.795399,0.202959,0.898221,0.34396,0.118937
354,0.412252,0.777296,0.284469,0.727349,0.989956,0.147151,0.261959,0.325205,0.915595,0.860242,0.264334,0.114466,0.724005,0.331337,0.111618,0.315411,0.700655,0.845444
355,0.024011,0.731679,0.919644,0.320231,0.274275,0.87318,0.943969,0.639343,0.261787,0.730201,0.607079,0.330197,0.412903,0.146719,0.120633,0.208021,0.171444,0.056611
356,0.660373,0.983973,0.919665,0.228853,0.317769,0.520286,0.571098,0.2347,0.894305,0.347935,0.6375,0.252768,0.192369,0.372254,0.596722,0.907462,0.88531,0.60867
357,0.292916,0.901578,0.088569,0.102192,0.99321,0.386195,0.202767,0.334292,0.135978,0.243217,0.460722,0.466136,0.327797,0.221645,0.033789,0.040543,0.25129,0.668251
358,0.4677,0.7069,0.81389,0.591331,0.302646,0.070508,0.109129,0.992745,0.208881,0.246361,0.888412,0.373548,0.696409,0.249426,0.760284,0.206557,0.354512,0.178069
359,0.286449,0.760227,0.15111,0.635524,0.650455,0.820678,0.469395,0.639839,0.739734,0.899963,0.743657,0.727413,0.139264,0.779903,0.45863,0.61141,0.999755,0.199238
360,0.515774,0.58269,0.372251,0.356232,0.615787,0.752796,0.088041,0.773138,0.110322,0.811396,0.185932,0.023326,0.92069,0.302844,0.621444,0.656763,0.898102,0.337778
361,0.657647,0.017743,0.72682,0.719857,0.884139,0.112446,0.810643,0.018618,0.35566,0.198971,0.889085,0.355336,0.794152,0.97248,0.754915,0.06122,0.885378,0.459484
362,0.166913,0.765115,0.396563,0.664323,0.10035,0.537962,0.64639,0.952251,0.407918,0.818412,0.484428,0.942486,0.976535,0.572096,0.04871,0.049811,0.928068,0.876977
363,0.777049,0.614136,0.742124,0.093276,0.358497,0.598787,0.883343,0.614655,0.561744,0.518383,0.022199,0.050916,0.94522,0.335619,0.803921,0.551775,0.019373,0.050868
364,0.782515,0.933269,0.599968,0.439576,0.057344,0.443438,0.971004,0.712323,0.180509,0.124018,0.626746,0.604717,0.395865,0.77296,0.196909,0.888645,0.818548,0.058795
365,0.942166,0.18637,0.885572,0.779896,0.078223,0.685153,0.748057,0.53708,0.549655,0.804649,0.293977,0.745156,0.263531,0.480747,0.324512,0.191621,0.613169,0.454863
366,0.380695,0.931904,0.112818,0.352506,0.071962,0.506718,0.932797,0.447066,0.71929,0.875272,0.203094,0.861408,0.618876,0.293957,0.728097,0.713049,0.859171,0.707277
367,0.873131,0.162626,0.921155,0.08202,0.787088,0.223848,0.290462,0.185283,0.446327,0.851321,0.409073,0.746399,0.323621,0.747283,0.295892,0.41183,0.42498,0.233526
368,0.093685,0.064304,0.822757,0.511093,0.264934,0.688054,0.444536,0.016874,0.757553,0.932051,0.988111,0.538797,0.731772,0.839886,0.73728,0.96738,0.160907,0.060259
369,0.993906,0.632832,0.676501,0.134612,0.946713,0.152118,0.738811,0.274149,0.681787,0.393968,0.749459,0.810789,0.762507,0.532092,0.760721,0.279014,0.594786,0.479961
370,0.212207,0.324169,0.757837,0.634778,0.3457,0.567271,0.313894,0.610426,0.345691,0.77492,0.554383,0.671064,0.844195,0.230579,0.262995,0.307035,0.412858,0.18904
371,0.373849,0.532652,0.645245,0.835994,0.162615,0.029222,0.997154,0.00905,0.667126,0.946867,0.254888,0.05623,0.419877,0.614426,0.844857,0.242673,0.231326,0.90163
372,0.093503,0.377249,0.006367,0.958757,0.004645,0.7115,0.356827,0.411668,0.017479,0.553028,0.622884,0.435223,0.913974,0.698621,0.873852,0.955975,0.635946,0.702153
373,0.835142,0.180501,0.193835,0.572969,0.744385,0.136056,0.864428,0.886394,0.928544,0.259224,0.098165,0.348919,0.584537,0.625317,0.799526,0.717759,0.394581,0.464619
374,0.485933,0.856921,0.484081,0.83133,0.802139,0.423194,0.441918,0.789081,0.299024,0.818909,0.189228,0.293636,0.555506,0.464206,0.719472,0.680643,0.691677,0.177952
375,0.962401,0.802464,0.214626,0.160333,0.125478,0.031581,0.329669,0.532487,0.716886,0.322001,0.002266,0.34272,0.453459,0.907011,0.282698,0.579067,0.869377,0.354837
376,0.144616,0.286311,0.338282,0.190725,0.918542,0.685034,0.874424,0.751869,0.567002,0.934867,0.04343,0.916001,0.719124,0.971478,0.752189,0.469673,0.11035,0.330463
377,0.891822,0.333995,0.110992,0.472659,0.358757,0.06824,0.910746,0.129501,0.232522,0.539591,0.267098,0.504081,0.783455,0.355048,0.957319,0.041059,0.138466,0.234508
378,0.359546,0.765718,0.546039,0.707733,0.435056,0.417905,0.057528,0.659588,0.405233,0.505205,0.68433,0.58048,0.686678,0.797027,0.312533,0.614261,0.048553,0.383506
379,0.236291,0.455878,0.424878,0.312898,0.745032,0.292467,0.218783,0.837657,0.411699,0.407461,0.79831,0.715912,0.315173,0.907605,0.538959,0.126814,0.421702,0.573687
380,0.657123,0.700408,0.71848,0.304411,0.362225,0.102288,0.202377,0.570698,0.254288,0.886399,0.591108,0.980964,0.431481,0.976036,0.662049,0.108503,0.281819,0.154798
381,0.030188,0.917179,0.17411,0.916835,0.735464,0.826061,0.193929,0.692874,0.991678,0.517468,0.390767,0.011818,0.653171,0.711405,0.091326,0.131947,0.80828,0.909321
382,0.52547,0.836939,0.15632,0.103184,0.585975,0.013742,0.413546,0.159059,0.003,0.531318,0.035342,0.487085,0.287388,0.513619,0.973499,0.978394,0.55716,0.249012
383,0.473605,0.597607,0.11635,0.068592,0.088511,0.467909,0.759306,0.990815,0.347365,0.820839,0.415428,0.549097,0.798168,0.90383,0.509528,0.942803,0.854652,0.450205
384,0.048505,0.787989,0.899802,0.830617,0.67079,0.36402,0.187855,0.080918,0.397153,0.645106,0.114076,0.024224,0.987875,0.730838,0.932905,0.108973,0.351299,0.371653
385,0.434182,0.185445,0.702728,0.562039,0.90885,0.196267,0.377979,0.495259,0.26183,0.26501,0.103444,0.107922,0.330694,0.454527,0.524547,0.281945,0.994137,0.197516
386,0.304919,0.842996,0.876312,0.327198,0.88512,0.33222,0.702618,0.187948,0.661033,0.606479,0.990807,0.352112,0.453782,0.851122,0.23898,0.213343,0.339932,0.479088
387,0.248648,0.248884,0.17467,0.309996,0.238477,0.527116,0.08095,0.038493,0.036368,0.864111,0.007761,0.041396,0.256677,0.393272,0.959555,0.698707,0.00112,0.05781
388,0.930294,0.42297,0.295797,0.719117,0.100049,0.042787,0.430449,0.386606,0.748069,0.532979,0.169428,0.574477,0.873668,0.793651,0.815236,0.971129,0.622667,0.648745
389,0.598297,0.608902,0.746033,0.840308,0.759377,0.150305,0.087888,0.909668,0.494651,0.313946,0.600229,0.073861,0.462712,0.802294,0.672137,0.80945,0.597487,0.84138
390,0.154158,0.32455,0.279281,0.934362,0.277973,0.29751,0.671403,0.094025,0.64732,0.068765,0.040041,0.770515,0.297572,0.494023,0.840138,0.045185,0.794248,0.852811
391,0.757132,0.826816,0.337782,0.693137,0.91342,0.588557,0.378526,0.504912,0.453908,0.506775,0.754314,0.95134,0.11251,0.571452,0.976456,0.483828,0.687474,0.827555
392,0.369567,0.594349,0.414295,0.719887,0.528959,0.470412,0.904491,0.238468,0.777814,0.772508,0.560426,0.388244,0.567973,0.041788,0.109412,0.543523,0.401122,0.977255
393,0.598851,0.949714,0.475673,0.91513,0.231808,0.953496,0.148931,0.11306,0.005695,0.829673,0.730395,0.921107,0.632737,0.873964,0.809313,0.054778,0.568041,0.786922
394,0.379935,0.278965,0.139644,0.388863,0.839385,0.840559,0.387782,0.112988,0.902389,0.191641,0.856448,0.907527,0.754725,0.35556,0.028959,0.118761,0.177904,0.079827
395,0.638546,0.700401,0.940109,0.611123,0.060703,0.878782,0.912466,0.717491,0.426055,0.669085,0.087671,0.732736,0.741409,0.87361,0.833937,0.749355,0.781165,0.061018
396,0.681937,0.154051,0.606191,0.589127,0.016778,0.122376,0.249746,0.937685,0.174959,0.320485,0.418426,0.812106,0.319411,0.44614,0.726677,0.056178,0.891623,0.869328
397,0.283534,0.171552,0.89904,0.912075,0.983436,0.141201,0.939781,0.902613,0.48563,0.170926,0.475997,0.958516,0.662008,0.581231,0.36269,0.426957,0.947448,0.169048
398,0.831058,0.515619,0.602855,0.837327,0.213879,0.921565,0.98591,0.644613,0.025023,0.758748,0.256963,0.610442,0.065197,0.222335,0.706179,0.294115,0.714619,0.423149
399,0.618131,0.900897,0.142095,0.312832,0.810064,0.185123,0.253025,0.660847,0.688167,0.100605,0.016131,0.063334,0.365828,0.922183,0.287957,0.869435,0.727469,0.250221
400,0.605269,0.47231,0.980937,0.906848,0.614966,0.292051,0.563367,0.286838,0.84747,0.392913,0.251993,0.603604,0.240921,0.734032,0.061299,0.231584,0.568997,0.376263
401,0.218006,0.557939,0.747701,0.59042,0.988683,0.371144,0.095277,0.042617,0.898416,0.860003,0.651829,0.519365,0.423835,0.331019,0.278037,0.876856,0.380183,0.031894
402,0.253963,0.950779,0.855021,0.855301,0.611028,0.015344,0.96974,0.545797,0.362801,0.977111,0.124403,0.600511,0.924119,0.149319,0.806865,0.965388,0.332481,0.162373
403,0.395377,0.203588,0.681024,0.581492,0.736886,0.579382,0.090211,0.280285,0.780887,0.672512,0.964046,0.749829,0.017685,0.187075,0.904648,0.617187,0.100741,0.082215
404,0.033873,0.841359,0.022064,0.871988,0.367714,0.704442,0.647349,0.96208,0.673472,0.47949,0.306102,0.661649,0.035958,0.227289,0.100137,0.603189,0.972166,0.996808
405,0.054731,0.764547,0.955562,0.934688,0.221423,0.131788,0.113747,0.069185,0.991755,0.330187,0.679537,0.332985,0.398347,0.737203,0.31106,0.93944,0.832428,0.496755
406,0.662682,0.666631,0.05614,0.567873,0.849018,0.212921,0.792692,0.226032,0.645494,0.443507,0.833528,0.409446,0.638045,0.164326,0.176277,0.652585,0.108868,0.432735
407,0.316479,0.379424,0.05747,0.933851,0.695293,0.700075,0.042653,0.975069,0.119177,0.156582,0.444041,0.605748,0.354019,0.642203,0.215194,0.029278,0.62188,0.825655
408,0.720244,0.866047,0.36035,0.881576,0.961022,0.188798,0.250009,0.441756,0.731267,0.188909,0.34122,0.4612,0.237103,0.786409,0.499334,0.21568,0.530289,0.150901
409,0.074826,0.969755,0.341603,0.880151,0.603066,0.955667,0.995046,0.244559,0.23847,0.063344,0.775499,0.123426,0.812395,0.926575,0.89899,0.897223,0.164193,0.534975
410,0.740131,0.385346,0.529144,0.074989,0.842471,0.241302,0.507172,0.636857,0.712778,0.332653,0.838516,0.139646,0.810132,0.082297,0.349483,0.01411,0.399538,0.337911
411,0.214179,0.417062,0.611581,0.162836,0.953496,0.001025,0.940934,0.428828,0.34087,0.421111,0.009029,0.885774,0.677654,0.154516,0.43052,0.672812,0.231403,0.820989
412,0.869552,0.736087,0.822807,0.565758,0.791139,0.295196,0.143503,0.234205,0.129501,0.899369,0.731305,0.144589,0.929003,0.468424,0.46283,0.089791,0.774301,0.393955
413,0.906532,0.524493,0.983256,0.267539,0.366179,0.556226,0.125125,0.696274,0.075006,0.798487,0.270946,0.994537,0.089506,0.585436,0.916833,0.154012,0.83454,0.715546
414,0.689313,0.206622,0.785977,0.686858,0.152084,0.384808,0.779674,0.947901,0.321861,0.481912,0.346856,0.941219,0.229879,0.03778,0.121402,0.013646,0.471303,0.494405
415,0.394287,0.890026,0.918636,0.412913,0.811513,0.920965,0.634026,0.020493,0.932152,0.817838,0.133817,0.007217,0.409925,0.465152,0.517263,0.748568,0.136525,0.514081
416,0.025648,0.675638,0.952689,0.811992,0.460939,0.820092,0.259186,0.494851,0.615157,0.55442,0.47067,0.011442,0.195257,0.655755,0.613313,0.669335,0.252304,0.751203
417,0.761113,0.441059,0.630004,0.317048,0.844345,0.454891,0.574982,0.092688,0.277942,0.011362,0.237355,0.809424,0.536451,0.484405,0.846781,0.782392,0.348118,0.246795
418,0.562818,0.412028,0.291932,0.493949,0.154072,0.214959,0.862409,0.858134,0.739059,0.555377,0.202612,0.577009,0.550421,0.410221,0.403799,0.498434,0.95199,0.029515
419,0.082291,0.63045,0.160712,0.618063,0.586584,0.448583,0.756888,0.880916,0.009675,0.699401,0.738124,0.024412,0.624451,0.518629,0.896252,0.796444,0.653327,0.702259
420,0.570737,0.309074,0.076839,0.768558,0.996094,0.644447,0.871233,0.266183,0.9276,0.143237,0.49634,0.44879,0.871609,0.496272,0.712223,0.869605,0.925655,0.424415
421,0.006156,0.619302,0.649371,0.232293,0.566484,0.279132,0.72388,0.815343,0.151889,0.799643,0.994399,0.152805,0.29685,0.836836,0.977443,0.163014,0.246121,0.860466
422,0.451377,0.116841,0.922737,0.790429,0.175279,0.49513,0.795752,0.183172,0.054973,0.658805,0.275453,0.884149,0.95815,0.595504,0.114791,0.587985,0.09142,0.488265
423,0.613257,0.391413,0.707184,0.509751,0.529294,0.733541,0.347875,0.179107,0.085956,0.630082,0.218291,0.341708,0.300763,0.247368,0.319395,0.820914,0.381022,0.88213
424,0.802659,0.807729,0.579837,0.214598,0.614473,0.348895,0.738562,0.124243,0.774284,0.746454,0.564249,0.867317,0.656145,0.4033,0.954626,0.231294,0.302851,0.321283
425,0.290606,0.138851,0.894582,0.806778,0.643188,0.975121,0.265777,0.660602,0.263627,0.377851,0.047538,0.777408,0.1291,0.71839,0.053443,0.281255,0.19902,0.437852
426,0.232046,0.700594,0.670658,0.273263,0.047794,0.645056,0.890573,0.289836,0.142131,0.795501,0.72569,0.714567,0.081495,0.166053,0.137314,0.752255,0.865913,0.606677
427,0.331094,0.71398,0.478902,0.242463,0.258858,0.929873,0.747663,0.502994,0.899543,0.326902,0.009806,0.188197,0.967827,0.576551,0.831013,0.41726,0.723411,0.035686
428,0.059195,0.741133,0.825324,0.150096,0.568392,0.173392,0.589043,0.372023,0.019482,0.205189,0.62594,0.191409,0.736361,0.187152,0.863033,0.914648,0.171523,0.776175
429,0.931499,0.032484,0.774518,0.563063,0.069642,0.839591,0.486492,0.865279,0.771707,0.76212,0.217126,0.373766,0.327092,0.25291,0.599329,0.994363,0.182375,0.177647
430,0.880635,0.826424,0.92785,0.734688,0.542965,0.651176,0.716274,0.546187,0.535808,0.651707,0.911679,0.733884,0.075059,0.25148,0.916036,0.317717,0.575163,0.577879
431,0.602136,0.260001,0.808698,0.951391,0.018118,0.547635,0.264875,0.373692,0.521667,0.366487,0.112988,0.597735,0.623099,0.165757,0.868901,0.128746,0.214284,0.157288
432,0.074587,0.173531,0.324249,0.180924,0.133866,0.671515,0.712121,0.439557,0.548028,0.570279,0.633546,0.437045,0.040726,0.509847,0.651995,0.515018,0.540001,0.427767
433,0.083628,0.103878,0.944127,0.197373,0.058104,0.855483,0.592904,0.947499,0.23037,0.424901,0.214999,0.860239,0.827181,0.875919,0.431066,0.208923,0.543732,0.677969
434,0.932082,0.596741,0.500238,0.319047,0.389296,0.947226,0.531303,0.93131,0.341222,0.822168,0.075303,0.563606,0.073604,0.111299,0.060894,0.190948,0.106553,0.538872
435,0.125,0.717788,0.03022,0.821857,0.238376,0.603849,0.371583,0.405029,0.533021,0.789793,0.671041,0.612916,0.761926,0.517094,0.990695,0.615008,0.817452,0.835298
436,0.145669,0.637743,0.710772,0.595257,0.915269,0.794063,0.798969,0.80881,0.135939,0.815825,0.641398,0.381188,0.230383,0.906026,0.230066,0.407197,0.815914,0.433981
437,0.78547,0.923241,0.448465,0.471075,0.922594,0.437919,0.899841,0.225243,0.989412,0.453725,0.316713,0.753343,0.22237,0.531877,0.080929,0.618586,0.112226,0.987993
438,0.301531,0.386217,0.498561,0.331483,0.435679,0.21685,0.877533,0.819677,0.594756,0.347649,0.106332,0.279853,0.954735,0.914381,0.183807,0.661374,0.922208,0.417507
439,0.411554,0.103564,0.78803,0.492466,0.662598,0.111075,0.87046,0.192514,0.909506,0.328689,0.097444,0.604885,0.154694,0.560198,0.022785,0.25872,0.802588,0.399582
440,0.410023,0.29167,0.573302,0.9952,0.017601,0.220443,0.951257,0.382621,0.68906,0.588321,0.073104,0.114434,0.261664,0.378067,0.389595,0.78076,0.916693,0.753542
441,0.700066,0.19753,0.371447,0.039582,0.997016,0.75429,0.137613,0.780495,0.249859,0.810075,0.486069,0.125996,0.574409,0.443443,0.854831,0.062683,0.538375,0.622189
442,0.472332,0.720903,0.186109,0.181182,0.491267,0.583948,0.977848,0.308619,0.628485,0.411638,0.835014,0.005627,0.401673,0.496402,0.89462,0.149298,0.232414,0.534778
443,0.812205,0.773621,0.636187,0.913554,0.183923,0.554173,0.530702,0.593488,0.704517,0.151494,0.719698,0.402545,0.546947,0.279446,0.350047,0.528471,0.890062,0.095479
444,0.495939,0.480198,0.599986,0.524059,0.373905,0.547519,0.390776,0.823219,0.141025,0.841187,0.189733,0.790133,0.038417,0.264929,0.568069,0.563578,0.349808,0.409274
445,0.29046,0.262577,0.020258,0.921977,0.69934,0.528002,0.246389,0.627404,0.394677,0.242049,0.680932,0.701475,0.860622,0.107719,0.304207,0.106582,0.368328,0.278751
446,0.194577,0.455983,0.338193,0.198956,0.219658,0.579779,0.556181,0.171565,0.716008,0.613004,0.455294,0.167017,0.229701,0.894292,0.182102,0.839692,0.711641,0.226179
447,0.755013,0.669197,0.784008,0.502607,0.877634,0.653272,0.972473,0.006075,0.265734,0.784264,0.136398,0.679129,0.649798,0.504021,0.251983,0.584456,0.587277,0.060626
